Time,PosX,PosY,PosZ,VelX,VelY,VelZ
3.45686,8.30695,1.6149,-8.30696,2.25625,-1.35342,-2.25625
3.47217,8.34151,1.59187,-8.34152,2.25625,-1.50366,-2.25625
3.47408,8.34582,1.58896,-8.34583,2.25625,-1.52241,-2.25625
3.4835,8.36707,1.57376,-8.36707,2.25625,-1.61479,-2.25625
3.49105,8.3841,1.56101,-8.3841,2.25625,-1.68883,-2.25625
3.50004,8.40438,1.54504,-8.40438,2.25625,-1.777,-2.25625
3.5086,8.42369,1.52911,-8.4237,2.25625,-1.86099,-2.25625
3.51674,8.44208,1.51329,-8.44208,2.25625,-1.94092,-2.25625
3.52438,8.4593,1.4979,-8.45931,2.25625,-2.01583,-2.25625
3.5336,8.48012,1.47847,-8.48012,2.25625,-2.10632,-2.25625
3.54143,8.49776,1.4614,-8.49777,2.25625,-2.18304,-2.25625
3.55012,8.51738,1.44168,-8.51738,2.25625,-2.26832,-2.25625
3.55835,8.53596,1.42233,-8.53596,2.25625,-2.3491,-2.25625
3.56706,8.5556,1.40114,-8.5556,2.25625,-2.4345,-2.25625
3.57478,8.57303,1.38175,-8.57304,2.25625,-2.51029,-2.25625
3.58356,8.59283,1.35896,-8.59284,2.25625,-2.59639,-2.25625
3.59123,8.61014,1.33846,-8.61015,2.25625,-2.67167,-2.25625
3.60024,8.63046,1.3136,-8.63047,2.25625,-2.76001,-2.25625
3.60794,8.64784,1.29176,-8.64785,2.25625,-2.83557,-2.25625
3.61693,8.66813,1.26548,-8.66813,2.25625,-2.92377,-2.25625
3.62461,8.68544,1.24246,-8.68545,2.25625,-2.99904,-2.25625
3.63348,8.70547,1.21506,-8.70548,2.25625,-3.08614,-2.25625
3.64111,8.72267,1.19096,-8.72268,2.25625,-3.16093,-2.25625
3.65229,8.74791,1.15439,-8.74791,2.25625,-3.27064,-2.25625
3.65778,8.7603,1.13613,-8.7603,2.25625,-3.32451,-2.25625
3.66681,8.78067,1.10531,-8.78067,2.25625,-3.41309,-2.25625
3.67436,8.79769,1.07901,-8.79769,2.25625,-3.48709,-2.25625
3.68324,8.81773,1.04726,-8.81774,2.25625,-3.57424,-2.25625
3.69089,8.83499,1.01934,-8.835,2.25625,-3.64927,-2.25625
3.69989,8.85531,0.985684,-8.85531,2.25625,-3.73762,-2.25625
3.70755,8.87258,0.956501,-8.87258,2.25625,-3.8127,-2.25625
3.71691,8.8937,0.919946,-8.89371,2.25625,-3.90455,-2.25625
3.72416,8.91006,0.891119,-8.91007,2.25625,-3.97568,-2.25625
3.73352,8.93118,0.85305,-8.93118,2.25625,-4.06749,-2.25625
3.74103,8.94813,0.821937,-8.94814,2.25625,-4.1412,-2.25625
3.7502,8.96881,0.78316,-8.96881,2.25625,-4.2311,-2.25625
3.76025,8.99148,0.739652,-8.99149,2.25625,-4.32968,-2.25625
3.76644,9.00544,0.712482,-9.00545,2.25625,-4.39039,-2.25625
3.77392,9.02234,0.679051,-9.02235,2.25625,-4.46386,-2.25625
3.78317,9.04319,0.636958,-9.0432,2.25625,-4.55452,-2.25625
3.79069,9.06018,0.602119,-9.06018,2.25625,-4.62837,-2.25625
3.80018,9.08157,0.557353,-9.08158,2.25625,-4.72138,-2.25625
3.80746,9.098,0.522451,-9.09801,2.25625,-4.79282,-2.25625
3.81674,9.11893,0.5,-9.11894,2.14344,3.41869,-2.14344
3.82412,9.13476,0.524713,-9.13477,2.14344,3.34624,-2.14344
3.83346,9.15478,0.555109,-9.15479,2.14344,3.25462,-2.14344
3.84041,9.16969,0.577262,-9.16969,2.14344,3.18642,-2.14344
3.85,9.19024,0.606918,-9.19025,2.14344,3.09234,-2.14344
3.85941,9.21041,0.635142,-9.21041,2.14344,3.00005,-2.14344
3.86668,9.22599,0.656431,-9.22599,2.14344,2.92874,-2.14344
3.87481,9.24342,0.679606,-9.24343,2.14344,2.84893,-2.14344
3.88357,9.2622,0.703809,-9.26221,2.14344,2.763,-2.14344
3.89061,9.27729,0.722772,-9.27729,2.14344,2.69395,-2.14344
3.90022,9.29788,0.747746,-9.29788,2.14344,2.59971,-2.14344
3.91001,9.31886,0.772258,-9.31887,2.14344,2.50367,-2.14344
3.91658,9.33296,0.788294,-9.33296,2.14344,2.43917,-2.14344
3.92499,9.35097,0.808102,-9.35098,2.14344,2.35672,-2.14344
3.93327,9.36871,0.826934,-9.36872,2.14344,2.27553,-2.14344
3.94145,9.38624,0.844893,-9.38625,2.14344,2.19528,-2.14344
3.95005,9.40468,0.863045,-9.40468,2.14344,2.11092,-2.14344
3.9583,9.42237,0.879801,-9.42237,2.14344,2.02995,-2.14344
3.96686,9.44071,0.896453,-9.44072,2.14344,1.946,-2.14344
3.97401,9.45604,0.909867,-9.45604,2.14344,1.87586,-2.14344
3.98338,9.47613,0.926593,-9.47614,2.14344,1.78387,-2.14344
3.99061,9.49161,0.938964,-9.49162,2.14344,1.71303,-2.14344
4.00008,9.51192,0.954316,-9.51193,2.14344,1.62007,-2.14344
4.00751,9.52784,0.965808,-9.52785,2.14344,1.5472,-2.14344
4.01703,9.54824,0.979645,-9.54825,2.14344,1.45384,-2.14344
4.02399,9.56317,0.989293,-9.56318,2.14344,1.38552,-2.14344
4.03323,9.58297,1.00126,-9.58298,2.14344,1.29489,-2.14344
4.04092,9.59946,1.01064,-9.59947,2.14344,1.21944,-2.14344
4.05013,9.61919,1.02103,-9.6192,2.14344,1.12911,-2.14344
4.05753,9.63506,1.02885,-9.63506,2.14344,1.05652,-2.14344
4.06679,9.65492,1.0378,-9.65493,2.14344,0.965617,-2.14344
4.07406,9.67049,1.0443,-9.6705,2.14344,0.894346,-2.14344
4.08347,9.69065,1.05184,-9.69066,2.14344,0.802073,-2.14344
4.09633,9.71823,1.06053,-9.71823,2.14344,0.675876,-2.14344
4.10082,9.72786,1.06337,-9.72787,2.14344,0.631792,-2.14344
4.10761,9.74241,1.06721,-9.74241,2.14344,0.565209,-2.14344
4.11657,9.7616,1.07148,-9.76161,2.14344,0.47736,-2.14344
4.12435,9.77828,1.0746,-9.77829,2.14344,0.401019,-2.14344
