Time,PosX,PosY,PosZ,VelX,VelY,VelZ,PosX_A,PosY_A,PosZ_A,VelX_A,VelY_A,VelZ_A
424,0,-8.38504,0,0,-6.41041,0,0,-31.3449,0,0,-4159.44,0
425,0,-14.9569,0,0,-6.5719,0,0,-40.807,0,0,-4169.25,0
426,0,-21.0332,0,0,-6.07621,0,0,-47.2136,0,0,-4179.06,0
427,0,-26.006,0,0,-4.97289,0,0,-49.9299,0,0,-4188.87,0
428,0,-29.3783,0,0,-3.37229,0,0,-48.6862,0,0,-4198.68,0
429,0,-30.8128,0,0,-1.43445,0,0,-43.6062,0,0,-4208.49,0
430,0,-30.166,0,0,0.646824,0,0,-35.1935,0,0,-4218.3,0
431,0,-27.5025,0,0,2.66342,0,0,-24.2825,0,0,-4228.11,0
432,0,-23.0889,0,0,4.41367,0,0,-11.9545,0,0,-4237.92,0
433,0,-17.3663,0,0,5.72256,0,0,0.566677,0,0,-4247.73,0
434,0,-10.9071,0,0,6.45919,0,0,12.04,0,0,-4257.54,0
435,0,-4.35721,0,0,6.5499,0,0,21.3281,0,0,-4267.35,0
436,0,1.62841,0,0,5.98562,0,0,27.509,0,0,-4277.16,0
437,0,8.45119,0,0,6.82278,0,0,29.9703,0,0,-4286.97,0
438,0,15.4289,0,0,6.97766,0,0,28.4677,0,0,-4296.78,0
439,0,21.8636,0,0,6.43478,0,0,23.1503,0,0,-4306.59,0
440,0,27.1121,0,0,5.24841,0,0,14.5455,0,0,-4316.4,0
441,0,30.6493,0,0,3.53721,0,0,3.50609,0,0,-4326.21,0
442,0,32.1215,0,0,1.47228,0,0,-8.87221,0,0,-4336.02,0
443,0,31.3817,0,0,-0.739872,0,0,-21.3624,0,0,-4345.83,0
444,0,28.5036,0,0,-2.87804,0,0,-32.7257,0,0,-4355.64,0
445,0,23.7752,0,0,-4.7284,0,0,-41.8358,0,0,-4365.45,0
446,0,17.6693,0,0,-6.10592,0,0,-47.7884,0,0,-4375.26,0
447,0,10.7965,0,0,-6.87286,0,0,-49.9936,0,0,-4385.07,0
448,0,3.84395,0,0,-6.9525,0,0,-48.2326,0,0,-4394.88,0
449,0,-2.49294,0,0,-6.3369,0,0,-42.6802,0,0,-4404.69,0
450,0,-9.58054,0,0,-7.0876,0,0,-33.887,0,0,-4414.5,0
451,0,-16.7101,0,0,-7.12955,0,0,-22.7245,0,0,-4424.31,0
452,0,-23.1686,0,0,-6.45854,0,0,-10.3006,0,0,-4434.12,0
453,0,-28.3103,0,0,-5.14168,0,0,2.15316,0,0,-4443.93,0
454,0,-31.621,0,0,-3.31064,0,0,13.4017,0,0,-4453.74,0
455,0,-32.7695,0,0,-1.14855,0,0,22.3299,0,0,-4463.55,0
456,0,-31.6411,0,0,1.1284,0,0,28.0516,0,0,-4473.36,0
457,0,-28.3486,0,0,3.29251,0,0,29.9998,0,0,-4483.17,0
458,0,-23.2212,0,0,5.12737,0,0,27.9812,0,0,-4492.98,0
459,0,-16.7717,0,0,6.44949,0,0,22.1962,0,0,-4502.79,0
460,0,-9.64506,0,0,7.12666,0,0,13.2183,0,0,-4512.6,0
461,0,-2.55389,0,0,7.09117,0,0,1.9374,0,0,-4522.41,0
462,0,3.79267,0,0,6.34656,0,0,-10.5268,0,0,-4532.22,0
463,0,10.76,0,0,6.96729,0,0,-22.9388,0,0,-4542.03,0
464,0,17.6513,0,0,6.89129,0,0,-34.0677,0,0,-4551.84,0
465,0,23.7774,0,0,6.12617,0,0,-42.8102,0,0,-4561.65,0
466,0,28.5259,0,0,4.74843,0,0,-48.2985,0,0,-4571.46,0
467,0,31.4217,0,0,2.89584,0,0,-49.989,0,0,-4581.27,0
468,0,32.1754,0,0,0.75367,0,0,-47.7136,0,0,-4591.08,0
469,0,30.7115,0,0,-1.46387,0,0,-41.6983,0,0,-4600.89,0
470,0,27.1765,0,0,-3.53502,0,0,-32.5397,0,0,-4610.7,0
471,0,21.9238,0,0,-5.25266,0,0,-21.1452,0,0,-4620.51,0
472,0,15.4788,0,0,-6.44505,0,0,-8.64605,0,0,-4630.32,0
473,0,8.48585,0,0,-6.99292,0,0,3.71886,0,0,-4640.13,0
474,0,1.64434,0,0,-6.84151,0,0,14.7233,0,0,-4649.94,0
475,0,-4.3616,0,0,-6.00594,0,0,23.2764,0,0,-4659.75,0
476,0,-10.9314,0,0,-6.56978,0,0,28.5291,0,0,-4669.56,0
477,0,-17.408,0,0,-6.47664,0,0,29.961,0,0,-4679.37,0
478,0,-23.1439,0,0,-5.73584,0,0,27.4298,0,0,-4689.18,0
479,0,-27.5653,0,0,-4.42146,0,0,21.187,0,0,-4698.99,0
480,0,-30.2302,0,0,-2.66492,0,0,11.8514,0,0,-4708.8,0
481,0,-30.8721,0,0,-0.641897,0,0,0.348281,0,0,-4718.61,0
482,0,-29.4268,0,0,1.44532,0,0,-12.1805,0,0,-4728.42,0
483,0,-26.0388,0,0,3.388,0,0,-24.4931,0,0,-4738.23,0
484,0,-21.0469,0,0,4.99188,0,0,-35.3689,0,0,-4748.04,0
485,0,-14.9504,0,0,6.09657,0,0,-43.7284,0,0,-4757.85,0
486,0,-8.35876,0,0,6.59161,0,0,-48.7431,0,0,-4767.66,0
487,0,-1.93127,0,0,6.42749,0,0,-49.9159,0,0,-4777.47,0
488,0,3.68934,0,0,5.62062,0,0,-47.1301,0,0,-4787.28,0
489,0,9.94102,0,0,6.25168,0,0,-40.6622,0,0,-4797.09,0
